name,address
УФИЦ № 1 ИК-2,"Калмыкия, Целинный район, с. Троицкое, Северная промзона"
УФИЦ № 2 ИК-2,"г. Элиста, ул. Ленина, д. 329"
Исправительный центр № 1,"г. Майкоп, ул. Кожевенная,11"
УФИЦ № 5 ИК-14,"Краснодарский край, Славянский район, пос. Вишневый, ул. Парковая д. 1"
УФИЦ ИК-6,"Краснодарский край, Выселковский район,  ст. Новомалороссийская, ул. Степная, д. 2"
УФИЦ № 1 ИК-14,"г. Славянск-на Кубани, ул. Донская 3 «а»"
Исправительный центр № 1,"г. Волгоград, ул.им. Землячки, 14"
УФИЦ № 3 ИК-2,"г.Элиста, Северная промышленная зона-2, д.172"
УФИЦ №2 ИК-4,"Краснодарский край, Успенский район, п. Мичуринский, ул. Садовая, 22"
УФИЦ №1 ИК-4,"г. Армавир, ул. Володарского 1а"
Исправительный центр № 2,"г. Волгоград, ул.им. Бахтурова, 6"
УФИЦ ИК-2,"Краснодарский край, Усть-Лабинский район, ст. Воронежская, ул. Крайняя 1"
УФИЦ №1 ИК-1,"г. Симферополь, пер. Элеваторный, 5"
УФИЦ № 2 ИК-14,"г. Краснодар, Восточная промышленная зона, ул. Тихорецкая, 20/1"
УФИЦ №4 ИК-14,"г. Краснодар, Западный обход, 2-ое отделение АФ «Солнечная», 7/4"
УФИЦ № 2 ИК-1,"Крым и Севастополь, пгт. Красногвардейское, ул. Строителей, д. 13"
СИЗО-2 Симферополь,"г. Симферополь, пер. Элеваторный, 4"
УФИЦ № 3 ИК-1,"Крым и Севастополь, Джанкойский район, с. Яркое, ул. Ленина, д. 12"
УФИЦ № 1 ИК-9,"г. Старая Русса, ул. Клубная д. 3"
УФИЦ № 2 ИК-9,"Новгородская область, п. Парфино, ул. Кирова д. 52/71"
Исправительный центр № 2,"г. Петрозаводск, ул.Жуковского, д.32 б"
УФИЦ ИК-25,"г. Сыктывкар, ул. 1-промышленная, д. 15"
УФИЦ №3 ИК-9,"Новгородская область, п. Крестцы ул. Краснова д. 2"
УФИЦ-2,"г. Петрозаводск, проезд Строителей, д.30 б"
Исправительный центр № 1,"г. Емва, ул. Калинина, д.55 а"
УФИЦ № 3 ИК-14,"Краснодарский край, Северский район,  пгт. Ильский, улица Завода Утяжелитель, 45"
УФИЦ № 1 ИК-2,"Калмыкия, Целинный район, с. Троицкое, Северная промзона"
УФИЦ № 2 ИК-2,"г. Элиста, ул. Ленина, д. 329"
Исправительный центр № 1,"г. Майкоп, ул. Кожевенная,11"
УФИЦ № 5 ИК-14,"Краснодарский край, Славянский район, пос. Вишневый, ул. Парковая д. 1"
УФИЦ ИК-6,"Краснодарский край, Выселковский район,  ст. Новомалороссийская, ул. Степная, д. 2"
УФИЦ № 1 ИК-14,"г. Славянск-на Кубани, ул. Донская 3 «а»"
Исправительный центр № 1,"г. Волгоград, ул.им. Землячки, 14"
УФИЦ № 3 ИК-2,"г.Элиста, Северная промышленная зона-2, д.172"
УФИЦ №2 ИК-4,"Краснодарский край, Успенский район, п. Мичуринский, ул. Садовая, 22"
УФИЦ №1 ИК-4,"г. Армавир, ул. Володарского 1а"
Исправительный центр № 2,"г. Волгоград, ул.им. Бахтурова, 6"
УФИЦ ИК-2,"Краснодарский край, Усть-Лабинский район, ст. Воронежская, ул. Крайняя 1"
УФИЦ №1 ИК-1,"г. Симферополь, пер. Элеваторный, 5"
УФИЦ № 2 ИК-14,"г. Краснодар, Восточная промышленная зона, ул. Тихорецкая, 20/1"
УФИЦ №4 ИК-14,"г. Краснодар, Западный обход, 2-ое отделение АФ «Солнечная», 7/4"
УФИЦ № 2 ИК-1,"Крым и Севастополь, пгт. Красногвардейское, ул. Строителей, д. 13"
СИЗО-2 Симферополь,"г. Симферополь, пер. Элеваторный, 4"
УФИЦ № 3 ИК-1,"Крым и Севастополь, Джанкойский район, с. Яркое, ул. Ленина, д. 12"
УФИЦ № 1 ИК-9,"г. Старая Русса, ул. Клубная д. 3"
УФИЦ № 2 ИК-9,"Новгородская область, п. Парфино, ул. Кирова д. 52/71"
Исправительный центр № 2,"г. Петрозаводск, ул.Жуковского, д.32 б"
УФИЦ ИК-25,"г. Сыктывкар, ул. 1-промышленная, д. 15"
УФИЦ №3 ИК-9,"Новгородская область, п. Крестцы ул. Краснова д. 2"
УФИЦ-2,"г. Петрозаводск, проезд Строителей, д.30 б"
Исправительный центр № 1,"г. Емва, ул. Калинина, д.55 а"
УФИЦ № 3 ИК-14,"Краснодарский край, Северский район,  пгт. Ильский, улица Завода Утяжелитель, 45"
УФИЦ № 1 ИК-2,"Калмыкия, Целинный район, с. Троицкое, Северная промзона"
УФИЦ № 2 ИК-2,"г. Элиста, ул. Ленина, д. 329"
Исправительный центр № 1,"г. Майкоп, ул. Кожевенная,11"
УФИЦ № 5 ИК-14,"Краснодарский край, Славянский район, пос. Вишневый, ул. Парковая д. 1"
УФИЦ ИК-6,"Краснодарский край, Выселковский район,  ст. Новомалороссийская, ул. Степная, д. 2"
УФИЦ № 1 ИК-14,"г. Славянск-на Кубани, ул. Донская 3 «а»"
Исправительный центр № 1,"г. Волгоград, ул.им. Землячки, 14"
УФИЦ № 3 ИК-2,"г.Элиста, Северная промышленная зона-2, д.172"
УФИЦ №2 ИК-4,"Краснодарский край, Успенский район, п. Мичуринский, ул. Садовая, 22"
УФИЦ №1 ИК-4,"г. Армавир, ул. Володарского 1а"
Исправительный центр № 2,"г. Волгоград, ул.им. Бахтурова, 6"
УФИЦ ИК-2,"Краснодарский край, Усть-Лабинский район, ст. Воронежская, ул. Крайняя 1"
УФИЦ №1 ИК-1,"г. Симферополь, пер. Элеваторный, 5"
УФИЦ № 2 ИК-14,"г. Краснодар, Восточная промышленная зона, ул. Тихорецкая, 20/1"
УФИЦ №4 ИК-14,"г. Краснодар, Западный обход, 2-ое отделение АФ «Солнечная», 7/4"
УФИЦ № 2 ИК-1,"Крым и Севастополь, пгт. Красногвардейское, ул. Строителей, д. 13"
СИЗО-2 Симферополь,"г. Симферополь, пер. Элеваторный, 4"
УФИЦ № 3 ИК-1,"Крым и Севастополь, Джанкойский район, с. Яркое, ул. Ленина, д. 12"
УФИЦ № 1 ИК-9,"г. Старая Русса, ул. Клубная д. 3"
УФИЦ № 2 ИК-9,"Новгородская область, п. Парфино, ул. Кирова д. 52/71"
Исправительный центр № 2,"г. Петрозаводск, ул.Жуковского, д.32 б"
УФИЦ ИК-25,"г. Сыктывкар, ул. 1-промышленная, д. 15"
УФИЦ №3 ИК-9,"Новгородская область, п. Крестцы ул. Краснова д. 2"
УФИЦ-2,"г. Петрозаводск, проезд Строителей, д.30 б"
Исправительный центр № 1,"г. Емва, ул. Калинина, д.55 а"
УФИЦ № 3 ИК-14,"Краснодарский край, Северский район,  пгт. Ильский, улица Завода Утяжелитель, 45"
УФИЦ № 1 ИК-2,"Калмыкия, Целинный район, с. Троицкое, Северная промзона"
УФИЦ № 2 ИК-2,"г. Элиста, ул. Ленина, д. 329"
Исправительный центр № 1,"г. Майкоп, ул. Кожевенная,11"
УФИЦ № 5 ИК-14,"Краснодарский край, Славянский район, пос. Вишневый, ул. Парковая д. 1"
УФИЦ ИК-6,"Краснодарский край, Выселковский район,  ст. Новомалороссийская, ул. Степная, д. 2"
УФИЦ № 1 ИК-14,"г. Славянск-на Кубани, ул. Донская 3 «а»"
Исправительный центр № 1,"г. Волгоград, ул.им. Землячки, 14"
УФИЦ № 3 ИК-2,"г.Элиста, Северная промышленная зона-2, д.172"
УФИЦ №2 ИК-4,"Краснодарский край, Успенский район, п. Мичуринский, ул. Садовая, 22"
УФИЦ №1 ИК-4,"г. Армавир, ул. Володарского 1а"
Исправительный центр № 2,"г. Волгоград, ул.им. Бахтурова, 6"
УФИЦ ИК-2,"Краснодарский край, Усть-Лабинский район, ст. Воронежская, ул. Крайняя 1"
УФИЦ №1 ИК-1,"г. Симферополь, пер. Элеваторный, 5"
УФИЦ № 2 ИК-14,"г. Краснодар, Восточная промышленная зона, ул. Тихорецкая, 20/1"
УФИЦ №4 ИК-14,"г. Краснодар, Западный обход, 2-ое отделение АФ «Солнечная», 7/4"
УФИЦ № 2 ИК-1,"Крым и Севастополь, пгт. Красногвардейское, ул. Строителей, д. 13"
СИЗО-2 Симферополь,"г. Симферополь, пер. Элеваторный, 4"
УФИЦ № 3 ИК-1,"Крым и Севастополь, Джанкойский район, с. Яркое, ул. Ленина, д. 12"
УФИЦ № 1 ИК-9,"г. Старая Русса, ул. Клубная д. 3"
УФИЦ № 2 ИК-9,"Новгородская область, п. Парфино, ул. Кирова д. 52/71"
Исправительный центр № 2,"г. Петрозаводск, ул.Жуковского, д.32 б"
УФИЦ ИК-25,"г. Сыктывкар, ул. 1-промышленная, д. 15"
УФИЦ №3 ИК-9,"Новгородская область, п. Крестцы ул. Краснова д. 2"
УФИЦ-2,"г. Петрозаводск, проезд Строителей, д.30 б"
Исправительный центр № 1,"г. Емва, ул. Калинина, д.55 а"
УФИЦ № 3 ИК-14,"Краснодарский край, Северский район,  пгт. Ильский, улица Завода Утяжелитель, 45"
УФИЦ № 1 ИК-2,"Калмыкия, Целинный район, с. Троицкое, Северная промзона"
УФИЦ № 2 ИК-2,"г. Элиста, ул. Ленина, д. 329"
Исправительный центр № 1,"г. Майкоп, ул. Кожевенная,11"
УФИЦ № 5 ИК-14,"Краснодарский край, Славянский район, пос. Вишневый, ул. Парковая д. 1"
УФИЦ ИК-6,"Краснодарский край, Выселковский район,  ст. Новомалороссийская, ул. Степная, д. 2"
УФИЦ № 1 ИК-14,"г. Славянск-на Кубани, ул. Донская 3 «а»"
Исправительный центр № 1,"г. Волгоград, ул.им. Землячки, 14"
УФИЦ № 3 ИК-2,"г.Элиста, Северная промышленная зона-2, д.172"
УФИЦ №2 ИК-4,"Краснодарский край, Успенский район, п. Мичуринский, ул. Садовая, 22"
УФИЦ №1 ИК-4,"г. Армавир, ул. Володарского 1а"
Исправительный центр № 2,"г. Волгоград, ул.им. Бахтурова, 6"
УФИЦ ИК-2,"Краснодарский край, Усть-Лабинский район, ст. Воронежская, ул. Крайняя 1"
УФИЦ №1 ИК-1,"г. Симферополь, пер. Элеваторный, 5"
УФИЦ № 2 ИК-14,"г. Краснодар, Восточная промышленная зона, ул. Тихорецкая, 20/1"
УФИЦ №4 ИК-14,"г. Краснодар, Западный обход, 2-ое отделение АФ «Солнечная», 7/4"
УФИЦ № 2 ИК-1,"Крым и Севастополь, пгт. Красногвардейское, ул. Строителей, д. 13"
СИЗО-2 Симферополь,"г. Симферополь, пер. Элеваторный, 4"
УФИЦ № 3 ИК-1,"Крым и Севастополь, Джанкойский район, с. Яркое, ул. Ленина, д. 12"
УФИЦ № 1 ИК-9,"г. Старая Русса, ул. Клубная д. 3"
УФИЦ № 2 ИК-9,"Новгородская область, п. Парфино, ул. Кирова д. 52/71"
Исправительный центр № 2,"г. Петрозаводск, ул.Жуковского, д.32 б"
УФИЦ ИК-25,"г. Сыктывкар, ул. 1-промышленная, д. 15"
УФИЦ №3 ИК-9,"Новгородская область, п. Крестцы ул. Краснова д. 2"
УФИЦ-2,"г. Петрозаводск, проезд Строителей, д.30 б"
Исправительный центр № 1,"г. Емва, ул. Калинина, д.55 а"
УФИЦ № 3 ИК-14,"Краснодарский край, Северский район,  пгт. Ильский, улица Завода Утяжелитель, 45"
УФИЦ № 1 ИК-2,"Калмыкия, Целинный район, с. Троицкое, Северная промзона"
УФИЦ № 2 ИК-2,"г. Элиста, ул. Ленина, д. 329"
Исправительный центр № 1,"г. Майкоп, ул. Кожевенная,11"
УФИЦ № 5 ИК-14,"Краснодарский край, Славянский район, пос. Вишневый, ул. Парковая д. 1"
УФИЦ ИК-6,"Краснодарский край, Выселковский район,  ст. Новомалороссийская, ул. Степная, д. 2"
УФИЦ № 1 ИК-14,"г. Славянск-на Кубани, ул. Донская 3 «а»"
Исправительный центр № 1,"г. Волгоград, ул.им. Землячки, 14"
УФИЦ № 3 ИК-2,"г.Элиста, Северная промышленная зона-2, д.172"
УФИЦ №2 ИК-4,"Краснодарский край, Успенский район, п. Мичуринский, ул. Садовая, 22"
УФИЦ №1 ИК-4,"г. Армавир, ул. Володарского 1а"
Исправительный центр № 2,"г. Волгоград, ул.им. Бахтурова, 6"
УФИЦ ИК-2,"Краснодарский край, Усть-Лабинский район, ст. Воронежская, ул. Крайняя 1"
УФИЦ №1 ИК-1,"г. Симферополь, пер. Элеваторный, 5"
УФИЦ № 2 ИК-14,"г. Краснодар, Восточная промышленная зона, ул. Тихорецкая, 20/1"
УФИЦ №4 ИК-14,"г. Краснодар, Западный обход, 2-ое отделение АФ «Солнечная», 7/4"
УФИЦ № 2 ИК-1,"Крым и Севастополь, пгт. Красногвардейское, ул. Строителей, д. 13"
СИЗО-2 Симферополь,"г. Симферополь, пер. Элеваторный, 4"
УФИЦ № 3 ИК-1,"Крым и Севастополь, Джанкойский район, с. Яркое, ул. Ленина, д. 12"
УФИЦ № 1 ИК-9,"г. Старая Русса, ул. Клубная д. 3"
УФИЦ № 2 ИК-9,"Новгородская область, п. Парфино, ул. Кирова д. 52/71"
Исправительный центр № 2,"г. Петрозаводск, ул.Жуковского, д.32 б"
УФИЦ ИК-25,"г. Сыктывкар, ул. 1-промышленная, д. 15"
УФИЦ №3 ИК-9,"Новгородская область, п. Крестцы ул. Краснова д. 2"
УФИЦ-2,"г. Петрозаводск, проезд Строителей, д.30 б"
Исправительный центр № 1,"г. Емва, ул. Калинина, д.55 а"
УФИЦ № 3 ИК-14,"Краснодарский край, Северский район,  пгт. Ильский, улица Завода Утяжелитель, 45"
УФИЦ № 1 ИК-2,"Калмыкия, Целинный район, с. Троицкое, Северная промзона"
УФИЦ № 2 ИК-2,"г. Элиста, ул. Ленина, д. 329"
Исправительный центр № 1,"г. Майкоп, ул. Кожевенная,11"
УФИЦ № 5 ИК-14,"Краснодарский край, Славянский район, пос. Вишневый, ул. Парковая д. 1"
УФИЦ ИК-6,"Краснодарский край, Выселковский район,  ст. Новомалороссийская, ул. Степная, д. 2"
УФИЦ № 1 ИК-14,"г. Славянск-на Кубани, ул. Донская 3 «а»"
Исправительный центр № 1,"г. Волгоград, ул.им. Землячки, 14"
УФИЦ № 3 ИК-2,"г.Элиста, Северная промышленная зона-2, д.172"
УФИЦ №2 ИК-4,"Краснодарский край, Успенский район, п. Мичуринский, ул. Садовая, 22"
УФИЦ №1 ИК-4,"г. Армавир, ул. Володарского 1а"
Исправительный центр № 2,"г. Волгоград, ул.им. Бахтурова, 6"
УФИЦ ИК-2,"Краснодарский край, Усть-Лабинский район, ст. Воронежская, ул. Крайняя 1"
УФИЦ №1 ИК-1,"г. Симферополь, пер. Элеваторный, 5"
УФИЦ № 2 ИК-14,"г. Краснодар, Восточная промышленная зона, ул. Тихорецкая, 20/1"
УФИЦ №4 ИК-14,"г. Краснодар, Западный обход, 2-ое отделение АФ «Солнечная», 7/4"
УФИЦ № 2 ИК-1,"Крым и Севастополь, пгт. Красногвардейское, ул. Строителей, д. 13"
СИЗО-2 Симферополь,"г. Симферополь, пер. Элеваторный, 4"
УФИЦ № 3 ИК-1,"Крым и Севастополь, Джанкойский район, с. Яркое, ул. Ленина, д. 12"
УФИЦ № 1 ИК-9,"г. Старая Русса, ул. Клубная д. 3"
УФИЦ № 2 ИК-9,"Новгородская область, п. Парфино, ул. Кирова д. 52/71"
Исправительный центр № 2,"г. Петрозаводск, ул.Жуковского, д.32 б"
УФИЦ ИК-25,"г. Сыктывкар, ул. 1-промышленная, д. 15"
УФИЦ №3 ИК-9,"Новгородская область, п. Крестцы ул. Краснова д. 2"
УФИЦ-2,"г. Петрозаводск, проезд Строителей, д.30 б"
Исправительный центр № 1,"г. Емва, ул. Калинина, д.55 а"
УФИЦ № 3 ИК-14,"Краснодарский край, Северский район,  пгт. Ильский, улица Завода Утяжелитель, 45"
УФИЦ № 1 ИК-2,"Калмыкия, Целинный район, с. Троицкое, Северная промзона"
УФИЦ № 2 ИК-2,"г. Элиста, ул. Ленина, д. 329"
Исправительный центр № 1,"г. Майкоп, ул. Кожевенная,11"
УФИЦ № 5 ИК-14,"Краснодарский край, Славянский район, пос. Вишневый, ул. Парковая д. 1"
УФИЦ ИК-6,"Краснодарский край, Выселковский район,  ст. Новомалороссийская, ул. Степная, д. 2"
УФИЦ № 1 ИК-14,"г. Славянск-на Кубани, ул. Донская 3 «а»"
Исправительный центр № 1,"г. Волгоград, ул.им. Землячки, 14"
УФИЦ № 3 ИК-2,"г.Элиста, Северная промышленная зона-2, д.172"
УФИЦ №2 ИК-4,"Краснодарский край, Успенский район, п. Мичуринский, ул. Садовая, 22"
УФИЦ №1 ИК-4,"г. Армавир, ул. Володарского 1а"
Исправительный центр № 2,"г. Волгоград, ул.им. Бахтурова, 6"
УФИЦ ИК-2,"Краснодарский край, Усть-Лабинский район, ст. Воронежская, ул. Крайняя 1"
УФИЦ №1 ИК-1,"г. Симферополь, пер. Элеваторный, 5"
УФИЦ № 2 ИК-14,"г. Краснодар, Восточная промышленная зона, ул. Тихорецкая, 20/1"
УФИЦ №4 ИК-14,"г. Краснодар, Западный обход, 2-ое отделение АФ «Солнечная», 7/4"
УФИЦ № 2 ИК-1,"Крым и Севастополь, пгт. Красногвардейское, ул. Строителей, д. 13"
СИЗО-2 Симферополь,"г. Симферополь, пер. Элеваторный, 4"
УФИЦ № 3 ИК-1,"Крым и Севастополь, Джанкойский район, с. Яркое, ул. Ленина, д. 12"
УФИЦ № 1 ИК-9,"г. Старая Русса, ул. Клубная д. 3"
УФИЦ № 2 ИК-9,"Новгородская область, п. Парфино, ул. Кирова д. 52/71"
Исправительный центр № 2,"г. Петрозаводск, ул.Жуковского, д.32 б"
УФИЦ ИК-25,"г. Сыктывкар, ул. 1-промышленная, д. 15"
УФИЦ №3 ИК-9,"Новгородская область, п. Крестцы ул. Краснова д. 2"
УФИЦ-2,"г. Петрозаводск, проезд Строителей, д.30 б"
Исправительный центр № 1,"г. Емва, ул. Калинина, д.55 а"
УФИЦ № 3 ИК-14,"Краснодарский край, Северский район,  пгт. Ильский, улица Завода Утяжелитель, 45"
УФИЦ № 1 ИК-2,"Калмыкия, Целинный район, с. Троицкое, Северная промзона"
УФИЦ № 2 ИК-2,"г. Элиста, ул. Ленина, д. 329"
Исправительный центр № 1,"г. Майкоп, ул. Кожевенная,11"
УФИЦ № 5 ИК-14,"Краснодарский край, Славянский район, пос. Вишневый, ул. Парковая д. 1"
УФИЦ ИК-6,"Краснодарский край, Выселковский район,  ст. Новомалороссийская, ул. Степная, д. 2"
УФИЦ № 1 ИК-14,"г. Славянск-на Кубани, ул. Донская 3 «а»"
Исправительный центр № 1,"г. Волгоград, ул.им. Землячки, 14"
УФИЦ № 3 ИК-2,"г.Элиста, Северная промышленная зона-2, д.172"
УФИЦ №2 ИК-4,"Краснодарский край, Успенский район, п. Мичуринский, ул. Садовая, 22"
УФИЦ №1 ИК-4,"г. Армавир, ул. Володарского 1а"
Исправительный центр № 2,"г. Волгоград, ул.им. Бахтурова, 6"
УФИЦ ИК-2,"Краснодарский край, Усть-Лабинский район, ст. Воронежская, ул. Крайняя 1"
УФИЦ №1 ИК-1,"г. Симферополь, пер. Элеваторный, 5"
УФИЦ № 2 ИК-14,"г. Краснодар, Восточная промышленная зона, ул. Тихорецкая, 20/1"
УФИЦ №4 ИК-14,"г. Краснодар, Западный обход, 2-ое отделение АФ «Солнечная», 7/4"
УФИЦ № 2 ИК-1,"Крым и Севастополь, пгт. Красногвардейское, ул. Строителей, д. 13"
СИЗО-2 Симферополь,"г. Симферополь, пер. Элеваторный, 4"
УФИЦ № 3 ИК-1,"Крым и Севастополь, Джанкойский район, с. Яркое, ул. Ленина, д. 12"
УФИЦ № 1 ИК-9,"г. Старая Русса, ул. Клубная д. 3"
УФИЦ № 2 ИК-9,"Новгородская область, п. Парфино, ул. Кирова д. 52/71"
Исправительный центр № 2,"г. Петрозаводск, ул.Жуковского, д.32 б"
УФИЦ ИК-25,"г. Сыктывкар, ул. 1-промышленная, д. 15"
УФИЦ №3 ИК-9,"Новгородская область, п. Крестцы ул. Краснова д. 2"
УФИЦ-2,"г. Петрозаводск, проезд Строителей, д.30 б"
Исправительный центр № 1,"г. Емва, ул. Калинина, д.55 а"
УФИЦ № 3 ИК-14,"Краснодарский край, Северский район,  пгт. Ильский, улица Завода Утяжелитель, 45"
УФИЦ № 1 ИК-2,"Калмыкия, Целинный район, с. Троицкое, Северная промзона"
УФИЦ № 2 ИК-2,"г. Элиста, ул. Ленина, д. 329"
Исправительный центр № 1,"г. Майкоп, ул. Кожевенная,11"
УФИЦ № 5 ИК-14,"Краснодарский край, Славянский район, пос. Вишневый, ул. Парковая д. 1"
УФИЦ ИК-6,"Краснодарский край, Выселковский район,  ст. Новомалороссийская, ул. Степная, д. 2"
УФИЦ № 1 ИК-14,"г. Славянск-на Кубани, ул. Донская 3 «а»"
УФИЦ № 3 ИК-2,"г.Элиста, Северная промышленная зона-2, д.172"
Исправительный центр № 1,"г. Волгоград, ул.им. Землячки, 14"
УФИЦ №2 ИК-4,"Краснодарский край, Успенский район, п. Мичуринский, ул. Садовая, 22"
УФИЦ №1 ИК-4,"г. Армавир, ул. Володарского 1а"
Исправительный центр № 2,"г. Волгоград, ул.им. Бахтурова, 6"
УФИЦ ИК-2,"Краснодарский край, Усть-Лабинский район, ст. Воронежская, ул. Крайняя 1"
УФИЦ №1 ИК-1,"г. Симферополь, пер. Элеваторный, 5"
УФИЦ № 2 ИК-14,"г. Краснодар, Восточная промышленная зона, ул. Тихорецкая, 20/1"
УФИЦ №4 ИК-14,"г. Краснодар, Западный обход, 2-ое отделение АФ «Солнечная», 7/4"
УФИЦ № 2 ИК-1,"Крым и Севастополь, пгт. Красногвардейское, ул. Строителей, д. 13"
СИЗО-2 Симферополь,"г. Симферополь, пер. Элеваторный, 4"
УФИЦ № 3 ИК-1,"Крым и Севастополь, Джанкойский район, с. Яркое, ул. Ленина, д. 12"
УФИЦ № 1 ИК-9,"г. Старая Русса, ул. Клубная д. 3"
УФИЦ № 2 ИК-9,"Новгородская область, п. Парфино, ул. Кирова д. 52/71"
Исправительный центр № 2,"г. Петрозаводск, ул.Жуковского, д.32 б"
УФИЦ ИК-25,"г. Сыктывкар, ул. 1-промышленная, д. 15"
УФИЦ №3 ИК-9,"Новгородская область, п. Крестцы ул. Краснова д. 2"
УФИЦ-2,"г. Петрозаводск, проезд Строителей, д.30 б"
Исправительный центр № 1,"г. Емва, ул. Калинина, д.55 а"
УФИЦ № 3 ИК-14,"Краснодарский край, Северский район,  пгт. Ильский, улица Завода Утяжелитель, 45"
УФИЦ № 1 ИК-2,"Калмыкия, Целинный район, с. Троицкое, Северная промзона"
УФИЦ № 2 ИК-2,"г. Элиста, ул. Ленина, д. 329"
Исправительный центр № 1,"г. Майкоп, ул. Кожевенная,11"
УФИЦ № 5 ИК-14,"Краснодарский край, Славянский район, пос. Вишневый, ул. Парковая д. 1"
УФИЦ ИК-6,"Краснодарский край, Выселковский район,  ст. Новомалороссийская, ул. Степная, д. 2"
УФИЦ № 1 ИК-14,"г. Славянск-на Кубани, ул. Донская 3 «а»"
УФИЦ № 3 ИК-2,"г.Элиста, Северная промышленная зона-2, д.172"
Исправительный центр № 1,"г. Волгоград, ул.им. Землячки, 14"
УФИЦ №2 ИК-4,"Краснодарский край, Успенский район, п. Мичуринский, ул. Садовая, 22"
УФИЦ №1 ИК-4,"г. Армавир, ул. Володарского 1а"
Исправительный центр № 2,"г. Волгоград, ул.им. Бахтурова, 6"
УФИЦ ИК-2,"Краснодарский край, Усть-Лабинский район, ст. Воронежская, ул. Крайняя 1"
УФИЦ №1 ИК-1,"г. Симферополь, пер. Элеваторный, 5"
УФИЦ № 2 ИК-14,"г. Краснодар, Восточная промышленная зона, ул. Тихорецкая, 20/1"
УФИЦ №4 ИК-14,"г. Краснодар, Западный обход, 2-ое отделение АФ «Солнечная», 7/4"
УФИЦ № 2 ИК-1,"Крым и Севастополь, пгт. Красногвардейское, ул. Строителей, д. 13"
СИЗО-2 Симферополь,"г. Симферополь, пер. Элеваторный, 4"
УФИЦ № 3 ИК-1,"Крым и Севастополь, Джанкойский район, с. Яркое, ул. Ленина, д. 12"
УФИЦ № 1 ИК-9,"г. Старая Русса, ул. Клубная д. 3"
УФИЦ № 2 ИК-9,"Новгородская область, п. Парфино, ул. Кирова д. 52/71"
Исправительный центр № 2,"г. Петрозаводск, ул.Жуковского, д.32 б"
УФИЦ ИК-25,"г. Сыктывкар, ул. 1-промышленная, д. 15"
УФИЦ №3 ИК-9,"Новгородская область, п. Крестцы ул. Краснова д. 2"
УФИЦ-2,"г. Петрозаводск, проезд Строителей, д.30 б"
Исправительный центр № 1,"г. Емва, ул. Калинина, д.55 а"
УФИЦ № 3 ИК-14,"Краснодарский край, Северский район,  пгт. Ильский, улица Завода Утяжелитель, 45"
УФИЦ № 1 ИК-2,"Калмыкия, Целинный район, с. Троицкое, Северная промзона"
УФИЦ № 2 ИК-2,"г. Элиста, ул. Ленина, д. 329"
Исправительный центр № 1,"г. Майкоп, ул. Кожевенная,11"
УФИЦ № 5 ИК-14,"Краснодарский край, Славянский район, пос. Вишневый, ул. Парковая д. 1"
УФИЦ ИК-6,"Краснодарский край, Выселковский район,  ст. Новомалороссийская, ул. Степная, д. 2"
УФИЦ № 1 ИК-14,"г. Славянск-на Кубани, ул. Донская 3 «а»"
УФИЦ № 3 ИК-2,"г.Элиста, Северная промышленная зона-2, д.172"
Исправительный центр № 1,"г. Волгоград, ул.им. Землячки, 14"
УФИЦ №2 ИК-4,"Краснодарский край, Успенский район, п. Мичуринский, ул. Садовая, 22"
УФИЦ №1 ИК-4,"г. Армавир, ул. Володарского 1а"
Исправительный центр № 2,"г. Волгоград, ул.им. Бахтурова, 6"
УФИЦ ИК-2,"Краснодарский край, Усть-Лабинский район, ст. Воронежская, ул. Крайняя 1"
УФИЦ №1 ИК-1,"г. Симферополь, пер. Элеваторный, 5"
УФИЦ № 2 ИК-14,"г. Краснодар, Восточная промышленная зона, ул. Тихорецкая, 20/1"
УФИЦ №4 ИК-14,"г. Краснодар, Западный обход, 2-ое отделение АФ «Солнечная», 7/4"
УФИЦ № 2 ИК-1,"Крым и Севастополь, пгт. Красногвардейское, ул. Строителей, д. 13"
СИЗО-2 Симферополь,"г. Симферополь, пер. Элеваторный, 4"
УФИЦ № 3 ИК-1,"Крым и Севастополь, Джанкойский район, с. Яркое, ул. Ленина, д. 12"
УФИЦ № 1 ИК-9,"г. Старая Русса, ул. Клубная д. 3"
УФИЦ № 2 ИК-9,"Новгородская область, п. Парфино, ул. Кирова д. 52/71"
Исправительный центр № 2,"г. Петрозаводск, ул.Жуковского, д.32 б"
УФИЦ ИК-25,"г. Сыктывкар, ул. 1-промышленная, д. 15"
УФИЦ №3 ИК-9,"Новгородская область, п. Крестцы ул. Краснова д. 2"
УФИЦ-2,"г. Петрозаводск, проезд Строителей, д.30 б"
Исправительный центр № 1,"г. Емва, ул. Калинина, д.55 а"
УФИЦ № 3 ИК-14,"Краснодарский край, Северский район,  пгт. Ильский, улица Завода Утяжелитель, 45"
УФИЦ № 1 ИК-2,"Калмыкия, Целинный район, с. Троицкое, Северная промзона"
УФИЦ № 2 ИК-2,"г. Элиста, ул. Ленина, д. 329"
Исправительный центр № 1,"г. Майкоп, ул. Кожевенная,11"
УФИЦ № 5 ИК-14,"Краснодарский край, Славянский район, пос. Вишневый, ул. Парковая д. 1"
УФИЦ ИК-6,"Краснодарский край, Выселковский район,  ст. Новомалороссийская, ул. Степная, д. 2"
УФИЦ № 1 ИК-14,"г. Славянск-на Кубани, ул. Донская 3 «а»"
УФИЦ № 3 ИК-2,"г.Элиста, Северная промышленная зона-2, д.172"
