name,address
СИЗО-4 Винзили,"Тюменский район, поселок Винзили, ул. Вокзальная д. 3"
СИЗО-4 Волгоград,"г. Волгоград, ул. Довженко, д. 34- б"
ИК-18 Азов,"г. Азов, ул. Дружбы д. 1 «А»"
СИЗО-3 Линево,"Искитимский р- н, пос. Линево, ул. Листвянская д. 3"
ИК-13 Славяновка,"Багратионовский р- н, пос. Славяновка"
ИК-12 Куйбышев,"г. Куйбышев,"
ИК-2 Керчь,"г. Керчь, ул. Индустриальное шоссе д. 17"
ИК-16 Громадск,"Уярский р- н, п. Громадск, ул. Железнодорожная д. 2 А"
ИК-4 Октябрьский,"Кинешемский р-н, с. Октябрьское, ул. Заречная д.47"
ИК-10 Кыштым,"г. Кыштым, ул. Челюскинцев д. 76"
ИК-2 Ростов-на-Дону,"г. Ростов-на- Дону, ул. Тоннельная д. 4"
СИЗО-2 Таганрог,"г. Таганрог, ул. Ленина д. 175"
ИК-1 Симферополь,"г. Симферополь, переулок Элеваторный д. 4"
Камышинская воспитательная колония,"Камышинский р-н, Мичуринское сельское поселение ул. Справедливая, 1"
ИК-9 Ульяновск,"г. Ульяновск, 11-й  Инженерный проезд д. 36"
СИЗО-1 Южно-Сахалинск,"г. Южно-Сахалинск, пр. Мира д. 193"
ФКЛПУ Областная больница Торжок,"г. Торжок, ул. Старицкая д. 96"
ИК-22 Красноярск,"г. Красноярск, ул. Парашютная д.13"
ИК-11 Копейск,"г. Копейск, пос. Железнодорожный, ул. Электровозная"
ИК-3 Томск,"г. Томск, ул. Демьяна Бедного д.18/2"
СИЗО-3 Ачинск,"г. Ачинск, ул. Слободчикова д. 2"
ИК-3 Новокуйбышевск,"г. Новокуйбышевск, ул. 2-я Промышленная д. 8"
ИК-7 Сегежа,"г. Сегежа, ул. Лейгубская"
ИК-12 Омск,"г. Омск, м-н Осташково, ул. Ноябрьская д. 7"
ИК-4 Елец,"г. Елец, ул. Кротевича д.6 А"
ЛИУ-10 Новосибирск,"г. Новосибирск, п/о Раздольное"
СИЗО-4 Новомосковск,"г. Новомосковск, ул. Северная- Советская д. 4"
СИЗО-1 Псков,"г. Псков, ул. Некрасова д. 39"
ИК-4 Кулеватово,"Сосновский район, п. Рабочий д. 25, с. Кулеватово"
ИК-3 Льгов,"г. Льгов, ул. Примакова  23 А"
ИК-4 Нижнекамск,"г. Нижнекамск-10,"
ИК-4 Сокол,"г. Сокол, ул. Сосновая д. 7"
ИК-2 Астрахань,"г. Астрахань, ул. Садовских д. 20"
ФКЛПУ ОСБ Самара,"г. Самара, ул. Физкультурная д. 134 А"
ИК-23 Каменский,"Красноармейский р-н, пос. Каменский ул. Зеленая д. 20"
ИК-2 Вадино,"Сафоновский район, пос. Вадино"
ИК-35 Мариинск,"г. Мариинск, ул. Макаренко д. 7"
ИК-4 Плишкино,"Иркутский р- н, п. Плишкино"
ИК-5 Камышин,"г. Камышин, ул. Южный городок"
ИК-10 Рубцовск,"г. Рубцовск, ул. Тракторная д. 26 А"
ИК-6 Копейск,"г. Копейск, ул. Кемеровская д. 20"
ИК-47 Каменск-Уральский,"г. Каменск- Уральский, ул. Озерная д. 2 Б"
ФКЛПУ СПБ Рыбинск,"г. Рыбинск, ул. Целинная д. 22"
ИК-1 Ягул,"Завьяловский р-н, поселок Ягул"
ИК-7 Мелеуз,"г. Мелеуз, ул. Ленина д. 1 А"
ИК-24 Новобирюсинский,"Иркутская область, Тайшетский район, п. Новобирюсинский"
КП-3 Электросталь,"г. Электросталь, ул. Горького д. 40"
ИК-6 Клинцы,"г. Клинцы, ул. 2-я Парковая д. 2"
ИК-16 Мурмаши,"Кольский р- н, пос. Мурмаши, ул. Зеленая д.14 А"
ИК-4 Ульяновск,"г. Ульяновск, ул. Академика Павлова д.113"
СИЗО-3 Мариинск,"г. Мариинск, ул. Пальчикова д. 16"
ИК-32 Пермь,"г. Пермь, ул. Докучаева д. 27"
ИК-3 Димитровград,"г. Димитровград, ул. Осипенко д. 22"
ИК-38  Березники,"г. Березники, ул. Лиственная д. 1"
ИК-37 Яя,"Яйский район, пос. Яя, ул. Жуковского д. 1"
ИК-3 Краснокумское,"Ставропольский край, с. Краснокумское ул. Левобережная д.19"
ИК-40 Кунгур,"г. Кунгур, ул. Сибирский тракт, 3-ий км"
СИЗО-2 Краснокаменск,"г. Краснокаменск, а/я 109"
СИЗО-3 Бугульма,"г. Бугульма, ул. Казанская д. 2"
Можайская ВК,"г. Можайск, пос. имени Дзержинского"
ИК-63 Ивдель,"г. Ивдель, ул. К. Маркса д. 68 А"
ИК-16 Просек,"Лысковский р- н, пос. Просек, ул. Заводская д. 50"
ИК-1 Курган,"г. Курган, ул. 2-я Часовая д.40"
ИК-49 Печора,"Печора, п. Миша- Яг"
ИК-27 Волчанец,"Партизанский р- н, п. Волчанец, ул. Комсомольская д. 1 Б"
ИК-27 Лесной,"пос. Лесной, Верхнекамский район,  ул. Центральная д. 5"
ИК-9 Омск,"г. Омск, ул. 27-я Линия д. 47-А"
ИК-2 Воронеж,"г. Воронеж, ул. 3-го Интернационала д. 17"
ИК-1 Архангельск,"г. Архангельск, ул. Пирсовая, д. 27"
ИК-6 Восточный,"Омутнинский район, пос. Восточный"
ИК-1 Гусиноозерск,"г. Гусиноозерск, Селенгинский р- н"
СИЗО-2 Рузаевка,"г. Рузаевка, пл. Дмитрова д. 1"
ИК-20 Устюжна,"г. Устюжна, ул. Карла Маркса д. 57"
ИК-4 Пенза,"г. Пенза, ул. Молодогвардейская д. 9"
ИК-2 Новый сад,"Тахтамукайский район, х. Новый сад"
КП-11 Усть-Золиха,"Красноармейский район, с. Усть-Золиха"
ИК-25 Сыктывкар,"г. Сыктывкар, п. Верхний Чов"
ИК-2 Брянск,"г. Брянск, ул. Котовского д. 39"
ИК-8 Комсомольск-на-Амуре,"г. Комсомольск-на-Амуре, п. Старт, ул. Нижняя д. 2 корп. 2"
ИК-5 Ставрополь,"г. Ставрополь, пл. Воровского д.1"
ИК-6 Самара,"г. Самара, пос. Управленческий, ул. Зеленая д. 6"
ИК-3 Зелёный,"Рассказовский район, п. Зеленый, ул. Центральная д. 6"
ИК-7 Иваново,"г. Иваново, ул. Болотная д.12"
ИК-20 Артем,"г.Артем, п. Заводской, ул. Стрельникова д. 48"
ИК-2 Алатырь,"г. Алатырь, ул. Гагарина д. 325"
ИК-6 Елизово,"г. Елизово, ул. Карьерная д. 3"
ИК- 25 Фролово,"г. Фролово, ул. Хлеборобная, д. 107"
СИЗО-2 Великие Луки,"г. Великие Луки, ул. Горицкая д. 16-а"
ИК-9 Парфино,"Парфинский р- н, пос. Парфино"
ИК-7 Комсомольск-на-Амуре,"г. Комсомольск-на-Амуре, ул. Павловского д. 12"
СИЗО-1 Абакан,"г. Абакан, квартал Молодёжный д. 11"
ИК-12 Двадцатый километр,"г. Губаха, п. Широковский"
ЛИУ- 15 Волгоград,"г. Волгоград, ул. Ангарская, д. 190"
ИК-6 Люга,"Можгинский район, станция Люга, ул. Заводская д. 2 а"
ИК-29 Емца,"Плесецкий р- н, пос. река Емца"
ИК-7 Ангарск,"г. Ангарск, 1-й промышленный массив, квартал 10, строение 4"
ИК-12 Шерстки,"Тоншаевский р- н, поселок Шерстки, ул. Полевая,д.1 А"
СИЗО-4 Кудымкар,"г. Кудымкар, ул. Давыдова д. 2"
ИК-11 Малая Локня,"Суджанский район, пос. Малая Локня,  ул. Кубарева д. 6"
ЛИУ-1 Барнаул,"г. Барнаул, 9-й Заводской проезд д. 44"
ИК-4 Оренбург,"г. Оренбург, ул. Техническая д. 2"
ИК-17 Омутнинск,"г. Омутнинск, ул. Трудовых резервов д. 125"
ИК-31 Микунь,"г. Микунь, Усть-Вымский район, ул. Восточная д. 39"
ИК-6 Двубратский,"пос. Двубратский, ул. Степная д.1"
СИЗО-3 Ржев,"г. Ржев, Зубцовское шоссе д. 22"
ИК-15 Копейск,"г. Копейск, пос. Потанино, ул. Томская д. 4"
КП-7 Нижний Атлян,"г. Миас, пос. Нижний Атлян, ул. Городок д. 35"
ЛИУ-2 Омск,"г. Омск, м-н Береговой, ул. 3-я Осенняя д. 2/1"
СИЗО-1 ФСИН России,"г. Москва, ул. Матросская Тишина д. 18"
ИК-4 Котлас,"г. Котлас, ул. Чиркова д. 35"
ИК-14 Амурск,"г. Амурск, шоссе Машиностроителей д.10"
ИК-56 Чёрный Беркут,"г. Ивдель, п. Лозьвинский, ул. Нагорная д. 5 А/1"
