"god";"region";"rayon";"oktmo";"okato";"kladr";"dolya_per_person";"avg_income";"dolya_no_public_transport";"dtp_per_km";"roads_dencity_km_ga"
2015;Волгоградская область;Нехаевский;"18634000";"18234000000";"3401900000000";0.0009997857601942;19489.4;0.037000000000000005;0.12773722805576224;0.0005033323164656
2015;Волгоградская область;Николаевский;"18636000";"18236000000";"3402000000000";0.0013861843625202152;19159.5;0.008;0.05313092979127135;0.0023003992596817564
2015;Волгоградская область;Новоаннинский;"18638000";"18238000000";"3402100000000";0.0015073337584787525;20051.2;0.024;0.08785267419354506;0.0019210023497561273
2015;Волгоградская область;Новоникольевский;"18640000";"18240000000";"3403400000000";0.0009854990848937;18811.9;0.049;0.054988217689503655;0.001615960707047283
2015;Волгоградская область;Октябрьский;"18642000";"18242000000";"3402200000000";0.0015965166908563134;21538.8;0.07200000000000001;0.10826772087148114;0.0007997749656531
2015;Волгоградская область;Ольховский;"18643000";"18243000000";"3402300000000";0.0003373629463031;25623.4;0.003;0.02780352138623905;0.0006690228269214
2015;Волгоградская область;Палласовский;"18645000";"18245000000";"3402400000000";0.0007289869511336;19880.0;0.032;0.05456529768293979;0.0004447827722256
2015;Волгоградская область;Руднянский;"18647000";"18247000000";"3402500000000";0.0004350528278434;17931.1;0.01;0.0265553863350485;0.0013541692565943748
2015;Волгоградская область;Светлоярский;"18649000";"18249000000";"3402600000000";0.0012690355329949238;22041.3;0.0;0.13954869864452293;0.0010574557530236921
2015;Волгоградская область;Серафимовичский;"18650000";"18250000000";"3402700000000";0.0004995836802664;18831.3;0.08199999999999999;0.030557676666619522;0.0009082858158931
2015;Волгоградская область;Средне-ахтубенский;"18651000";"18251000000";"3402800000000";0.001656598785160891;21021.9;0.0;0.3341208372548886;0.0015139291288344704
2015;Волгоградская область;Старополтавский;"18652000";"18252000000";"3402900000000";0.0007887264696603;19240.8;0.05;0.04320276345801416;0.0008516546486729
2015;Волгоградская область;Суровикинский;"18653000";"18253000000";"3403000000000";0.001065668202764977;19132.0;0.035;0.15996541077312715;0.0006804402211409
2015;Волгоградская область;Урюпинский;"18654000";"18254000000";"3403100000000";0.0021747945003501787;20684.9;0.07400000000000001;0.06920009581216921;0.0024644253159613527
2015;Волгоградская область;Фроловский;"18656000";"18256000000";"3403200000000";0.004432561739252797;17670.9;0.027999999999999997;0.28112449033535153;0.0006876616928675
2015;Волгоградская область;Чернышковский;"18658000";"18258000000";"3403300000000";0.0008708092305778;17125.3;0.11199999999999999;0.09491525423728814;0.0004789023234068
2015;Вологодская область;Бабаевский район;"19505000";"19205000000";"3500200000000";0.000622354991287;29209.1;0.0233;0.025630509918243928;0.0010563937318337567
2015;Вологодская область;Бабушкинский район;"19508000";"19208000000";"3500300000000";0.0002920073418989;20661.8;0.0911;0.021881838491891663;0.0004122156998859
2015;Вологодская область;Белозерский район;"19510000";"19210000000";"3500400000000";0.0007698229407236;22609.5;0.0489;0.04920049323614588;0.000903661306313
2015;Вологодская область;Вашкинский район;"19612000";"19212000000";"3500500000000";0.0007023458350892;21286.0;0.95;0.032467532467532464;0.001067990790313185
2015;Вологодская область;Великоустюгский район;"19514000";"19214000000";"3500600000000";0.0006237795617271;22184.7;0.0203;0.05608844313013617;0.0016199907967503722
2015;Вологодская область;Верховажский район;"19516000";"19216000000";"3500700000000";0.0006098025764159;21214.3;0.08929999999999999;0.027874564459930314;0.0013488521831901059
2015;Вологодская область;Вожегодский район;"19518000";"19218000000";"3500800000000";0.0004306632213609;20572.1;0.026000000000000002;0.02558551435512382;0.0008834079030381
2015;Вологодская область;Вологодский район;"19520000";"19220000000";"3500100000000";0.005195850988362061;25013.6;0.0302;0.3279878971255673;0.0036326665201143107
2015;Вологодская область;Вытегорский район;"19622000";"19222000000";"3500900030651";0.0008373873514634;29358.6;0.135;0.03104901420571091;0.0010340406714819531
2015;Вологодская область;Грязовецкий район;"19524000";"19224000000";"3501000000000";0.0006750472533077;26682.2;0.037200000000000004;0.05307229473321109;0.001687128209829601
2015;Вологодская область;Кадуйский район;"19526000";"19226000000";"3501100000000";0.0004702010109322;27824.2;0.027000000000000003;0.027744060449674677;0.001767597857571618
